DATAFLOW,LAST UPDATE,freq,unit,deg_urb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Austria,2012,40.6,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Austria,2013,41.0,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Austria,2014,42.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Austria,2015,42.8,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Austria,2016,43.3,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Austria,2017,42.6,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Austria,2018,43.6,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Austria,2019,41.3,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Austria,2020,40.8,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Austria,2021,39.3,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Austria,2022,41.4,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Austria,2023,42.0,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,1995,22.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,1996,19.8,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,1997,20.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,1998,21.8,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,1999,22.4,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2000,24.8,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2001,24.1,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2002,24.8,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2003,22.6,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2004,24.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2005,23.4,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2006,22.9,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2007,23.6,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2008,23.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2009,21.4,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2010,22.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2011,23.0,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2012,20.0,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2013,17.0,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2014,18.5,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2015,17.0,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2016,17.4,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2017,17.7,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2018,19.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2019,20.6,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2020,16.4,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2021,16.7,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2022,18.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Belgium,2023,18.5,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Bulgaria,2006,25.3,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Bulgaria,2007,23.4,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Bulgaria,2008,23.9,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Bulgaria,2009,23.8,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Bulgaria,2010,24.8,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Bulgaria,2011,21.7,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Bulgaria,2012,20.2,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Bulgaria,2013,20.4,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Bulgaria,2014,18.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Bulgaria,2015,16.9,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Bulgaria,2016,18.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Bulgaria,2017,20.5,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Bulgaria,2018,16.9,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Bulgaria,2019,18.8,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Bulgaria,2020,16.9,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Bulgaria,2021,14.2,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Bulgaria,2022,17.4,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Bulgaria,2023,16.6,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,1999,34.6,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2000,37.5,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2001,37.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2002,30.8,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2003,31.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2004,33.3,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2005,32.1,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2006,32.9,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2007,34.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2008,35.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2009,32.5,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2010,31.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2011,30.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2012,27.3,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2013,23.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2014,25.6,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2015,25.9,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2016,28.3,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2017,30.3,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2018,34.4,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2019,29.5,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2020,32.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2021,34.2,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2022,35.4,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Cyprus,2023,36.3,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Czechia,2002,27.5,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Czechia,2003,25.4,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Czechia,2004,23.5,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Czechia,2005,23.7,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Czechia,2006,22.8,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Czechia,2007,22.8,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Czechia,2008,22.5,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Czechia,2009,22.4,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Czechia,2010,22.4,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Czechia,2011,19.5,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Czechia,2012,21.7,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Czechia,2013,22.7,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Czechia,2014,22.7,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Czechia,2015,23.0,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Czechia,2016,23.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Czechia,2017,25.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Czechia,2018,23.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Czechia,2019,24.4,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Czechia,2020,19.9,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Czechia,2021,21.9,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Czechia,2022,23.4,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Czechia,2023,22.8,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,1995,43.3,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,1996,39.4,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,1997,39.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,1998,39.5,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,1999,42.8,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2000,41.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2001,42.5,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2002,42.6,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2003,41.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2004,38.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2005,38.6,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2006,40.5,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2007,42.0,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2008,42.9,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2009,42.5,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2010,42.6,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2011,44.3,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2012,43.0,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2013,43.9,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2014,42.7,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2015,42.4,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2016,42.7,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2017,43.9,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2018,43.6,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2019,44.3,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2020,45.1,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2021,44.7,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2022,46.5,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Germany,2023,48.0,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,1995,64.0,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,1996,60.3,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,1997,63.2,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,1998,67.0,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,1999,65.9,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2000,63.6,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2001,60.6,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2002,65.5,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2003,58.7,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2004,59.9,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2005,59.8,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2006,64.8,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2007,66.3,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2008,63.3,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2009,60.0,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2010,57.6,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2011,57.3,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2012,55.1,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2013,54.0,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2014,55.7,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2015,56.3,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2016,57.6,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2017,58.6,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2018,57.7,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2019,58.0,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2020,56.3,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2021,55.9,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2022,58.9,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Denmark,2023,60.5,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Estonia,2005,35.4,b,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Estonia,2006,30.8,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Estonia,2007,33.3,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Estonia,2008,43.1,,
ESTAT:LFST_R_ERGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 24 years,Females,Estonia,2009,31.4,,
