DATAFLOW,LAST UPDATE,freq,unit,deg_urb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,1997,12.4,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,1998,12.7,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,1999,12.1,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2000,9.1,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2001,8.2,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2002,9.2,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2003,9.6,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2004,9.7,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2005,11.3,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2006,11.3,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2007,10.3,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2008,9.5,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2009,10.2,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2010,10.7,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2011,9.3,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2012,12.4,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2013,13.1,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2014,12.5,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2015,12.8,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2016,11.9,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2017,11.7,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2018,8.8,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2019,8.2,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2020,8.9,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2021,9.6,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2022,8.6,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Belgium,2023,7.9,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Bulgaria,2006,6.9,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Bulgaria,2007,5.3,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Bulgaria,2008,4.2,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Bulgaria,2009,5.4,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Bulgaria,2010,8.6,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Bulgaria,2011,8.1,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Bulgaria,2012,8.9,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Bulgaria,2013,9.3,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Bulgaria,2014,7.0,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Bulgaria,2015,5.6,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Bulgaria,2016,4.9,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Bulgaria,2017,4.1,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Bulgaria,2018,2.9,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Bulgaria,2019,2.4,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Bulgaria,2020,2.9,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Bulgaria,2021,3.2,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Bulgaria,2022,2.6,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Bulgaria,2023,2.7,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,1999,,u,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2000,7.5,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2001,5.5,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2002,3.6,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2003,4.3,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2004,5.8,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2005,6.8,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2006,5.1,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2007,4.1,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2008,3.6,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2009,4.6,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2010,6.3,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2011,7.6,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2012,10.8,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2013,14.8,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2014,14.2,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2015,12.9,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2016,12.1,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2017,10.3,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2018,7.2,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2019,6.7,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2020,6.4,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2021,6.8,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2022,6.7,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Cyprus,2023,5.5,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Czechia,2002,7.7,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Czechia,2003,10.1,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Czechia,2004,8.9,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Czechia,2005,8.6,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Czechia,2006,8.3,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Czechia,2007,6.2,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Czechia,2008,5.2,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Czechia,2009,6.4,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Czechia,2010,7.3,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Czechia,2011,6.8,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Czechia,2012,6.3,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Czechia,2013,6.0,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Czechia,2014,5.6,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Czechia,2015,5.2,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Czechia,2016,4.6,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Czechia,2017,3.6,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Czechia,2018,2.9,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Czechia,2019,2.3,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Czechia,2020,2.9,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Czechia,2021,3.4,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Czechia,2022,2.6,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Czechia,2023,3.2,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,1995,9.6,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,1996,9.5,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,1997,10.5,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,1998,10.2,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,1999,9.2,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2000,8.5,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2001,7.9,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2002,8.3,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2003,9.7,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2004,10.7,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2005,11.8,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2006,10.7,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2007,9.2,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2008,8.2,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2009,7.7,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2010,7.0,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2011,6.0,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2012,6.2,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2013,5.9,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2014,5.6,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2015,5.2,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2016,4.5,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2017,4.1,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2018,3.7,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2019,3.6,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2020,4.4,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2021,4.1,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2022,3.6,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Germany,2023,3.6,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,1995,7.4,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,1996,8.0,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,1997,5.8,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,1998,5.8,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,1999,5.5,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2000,4.1,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2001,4.4,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2002,4.7,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2003,5.9,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2004,5.2,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2005,5.5,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2006,5.1,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2007,4.5,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2008,4.5,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2009,6.0,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2010,7.5,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2011,8.3,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2012,9.0,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2013,8.6,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2014,8.4,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2015,7.5,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2016,7.3,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2017,7.0,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2018,6.4,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2019,6.1,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2020,6.8,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2021,6.7,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2022,5.6,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Denmark,2023,6.6,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Estonia,2005,8.0,b,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Estonia,2006,5.4,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Estonia,2007,3.5,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Estonia,2008,5.3,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Estonia,2009,11.4,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Estonia,2010,15.5,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Estonia,2011,13.3,,
ESTAT:LFST_R_URGAU(1.0),12/12/24 23:00:00,Annual,Percentage,Cities,From 15 to 74 years,Females,Estonia,2012,10.8,b,
